
Gurobi 9.5.2 (mac64[arm]) logging started Fri Apr 28 20:58:07 2023

Set parameter LogFile to value "Java/output/iterative_model_2_machine/scenario_seed_4_nJob_50_machineCount_2/mip_increment_2/log.txt"
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (mac64[arm])
Thread count: 8 physical cores, 8 logical processors, using up to 8 threads
Optimize a model with 1250 rows, 9894 columns and 67994 nonzeros
Model fingerprint: 0xa9eb3057
Variable types: 0 continuous, 9894 integer (9894 binary)
Coefficient statistics:
  Matrix range     [1e+00, 2e+02]
  Objective range  [2e+01, 4e+06]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 1e+00]
Found heuristic solution: objective 2.640622e+07
Presolve removed 78 rows and 1217 columns
Presolve time: 0.09s
Presolved: 1172 rows, 8677 columns, 59612 nonzeros
Variable types: 0 continuous, 8677 integer (8675 binary)
Found heuristic solution: objective 2.428802e+07

Root relaxation: objective 1.042833e+04, 1957 iterations, 0.07 seconds (0.14 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

   41316    1.6670575e+04   1.068646e+04   0.000000e+00     10s
   41786    1.6670985e+04   0.000000e+00   0.000000e+00     10s

Root relaxation: objective 1.667099e+04, 41786 iterations, 9.37 seconds (25.17 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 16670.9855    0  666 45521.0000 16670.9855  63.4%     -   10s
H    0     0                    44448.000000 16670.9855  62.5%     -   10s
H    0     0                    44174.000000 16670.9855  62.3%     -   10s
H    0     0                    42830.000000 16710.3266  61.0%     -   15s
     0     0 16710.3266    0  809 42830.0000 16710.3266  61.0%     -   16s
H    0     0                    42822.000000 16710.3266  61.0%     -   16s
H    0     0                    42806.000000 16710.3266  61.0%     -   16s
H    0     0                    42791.999981 16710.3266  60.9%     -   16s
     0     0 16725.5546    0  885 42792.0000 16725.5546  60.9%     -   20s
     0     0 16725.6161    0  872 42792.0000 16725.6161  60.9%     -   21s
     0     0 16725.6196    0  875 42792.0000 16725.6196  60.9%     -   21s
     0     0 16749.4916    0  934 42792.0000 16749.4916  60.9%     -   26s
H    0     0                    42525.000000 16749.4916  60.6%     -   26s
     0     0 16757.8741    0  990 42525.0000 16757.8741  60.6%     -   30s
     0     0 16758.8107    0 1023 42525.0000 16758.8107  60.6%     -   31s
     0     0 16758.9317    0 1030 42525.0000 16758.9317  60.6%     -   32s
     0     0 16758.9442    0 1024 42525.0000 16758.9442  60.6%     -   32s
     0     0 16778.5617    0 1027 42525.0000 16778.5617  60.5%     -   37s
H    0     0                    42493.000000 16778.5617  60.5%     -   37s
H    0     0                    42450.000000 16778.5617  60.5%     -   40s
     0     0 16787.6777    0 1001 42450.0000 16787.6777  60.5%     -   44s
     0     0 16795.3944    0 1074 42450.0000 16795.3944  60.4%     -   48s
     0     0 16797.5916    0 1105 42450.0000 16797.5916  60.4%     -   49s
     0     0 16797.7818    0 1130 42450.0000 16797.7818  60.4%     -   50s
     0     0 16797.7905    0 1142 42450.0000 16797.7905  60.4%     -   50s
     0     0 16920.1874    0 1097 42450.0000 16920.1874  60.1%     -   61s
H    0     0                    42434.000000 16920.1874  60.1%     -   61s
H    0     0                    42406.000000 16920.1874  60.1%     -   61s
     0     0 16969.8529    0 1073 42406.0000 16969.8529  60.0%     -   69s
     0     0 16976.7109    0 1058 42406.0000 16976.7109  60.0%     -   72s
     0     0 16977.4379    0 1071 42406.0000 16977.4379  60.0%     -   73s
     0     0 16977.4532    0 1072 42406.0000 16977.4532  60.0%     -   73s
     0     0 17091.2052    0 1118 42406.0000 17091.2052  59.7%     -   82s
     0     0 17091.2052    0  692 42406.0000 17091.2052  59.7%     -   92s
H    0     0                    42387.000000 17091.2052  59.7%     -   92s
     0     0 17091.2052    0  886 42387.0000 17091.2052  59.7%     -   99s
H    0     0                    42386.000000 17091.2052  59.7%     -  100s
     0     0 17226.6037    0  955 42386.0000 17226.6037  59.4%     -  107s
     0     0 17559.7932    0 1026 42386.0000 17559.7932  58.6%     -  112s
     0     0 17575.8864    0 1045 42386.0000 17575.8864  58.5%     -  114s
     0     0 17576.5935    0 1069 42386.0000 17576.5935  58.5%     -  115s
     0     0 17576.6742    0 1061 42386.0000 17576.6742  58.5%     -  115s
     0     0 17576.6869    0 1086 42386.0000 17576.6869  58.5%     -  115s
     0     0 18365.6911    0 1070 42386.0000 18365.6911  56.7%     -  123s
     0     0 18436.1431    0 1119 42386.0000 18436.1431  56.5%     -  129s
     0     0 18467.0385    0 1136 42386.0000 18467.0385  56.4%     -  134s
     0     0 18470.6792    0 1164 42386.0000 18470.6792  56.4%     -  135s
     0     0 18470.9481    0 1185 42386.0000 18470.9481  56.4%     -  136s
H    0     0                    42380.000000 18470.9481  56.4%     -  145s
     0     0 19137.1158    0 1097 42380.0000 19137.1158  54.8%     -  145s
H    0     0                    42325.000000 19137.1158  54.8%     -  148s
     0     0 19190.1836    0 1168 42325.0000 19190.1836  54.7%     -  152s
     0     0 19218.2805    0 1160 42325.0000 19218.2805  54.6%     -  157s
     0     0 19233.1363    0 1230 42325.0000 19233.1363  54.6%     -  161s
     0     0 19235.7511    0 1227 42325.0000 19235.7511  54.6%     -  162s
     0     0 19236.2273    0 1225 42325.0000 19236.2273  54.6%     -  162s
     0     0 21613.7553    0 1167 42325.0000 21613.7553  48.9%     -  179s
     0     0 21997.5865    0 1220 42325.0000 21997.5865  48.0%     -  185s
     0     0 22085.7256    0 1241 42325.0000 22085.7256  47.8%     -  192s
     0     0 22092.8951    0 1265 42325.0000 22092.8951  47.8%     -  195s
     0     0 22094.6151    0 1271 42325.0000 22094.6151  47.8%     -  197s
H    0     0                    42166.000000 22094.6151  47.6%     -  206s
     0     0 25444.0455    0 1199 42166.0000 25444.0455  39.7%     -  206s
H    0     0                    42026.000000 25444.0455  39.5%     -  210s
     0     0 25561.4352    0 1228 42026.0000 25561.4352  39.2%     -  215s
     0     0 25581.7086    0 1260 42026.0000 25581.7086  39.1%     -  219s
     0     0 25586.6242    0 1265 42026.0000 25586.6242  39.1%     -  220s
     0     0 25588.7136    0 1292 42026.0000 25588.7136  39.1%     -  221s
     0     0 28468.4132    0 1205 42026.0000 28468.4132  32.3%     -  230s
H    0     0                    42024.000000 28468.4132  32.3%     -  230s
     0     0 28908.7071    0 1223 42024.0000 28908.7071  31.2%     -  240s
     0     0 29031.5345    0 1274 42024.0000 29031.5345  30.9%     -  248s
     0     0 29048.0374    0 1268 42024.0000 29048.0374  30.9%     -  252s
     0     0 29050.7111    0 1338 42024.0000 29050.7111  30.9%     -  254s
     0     0 30316.6518    0 1286 42024.0000 30316.6518  27.9%     -  264s
H    0     0                    42021.000000 30316.6518  27.9%     -  264s
     0     0 30591.7284    0 1306 42021.0000 30591.7284  27.2%     -  272s
     0     0 30603.3652    0 1341 42021.0000 30603.3652  27.2%     -  275s
     0     0 30608.5578    0 1359 42021.0000 30608.5578  27.2%     -  278s
     0     0 32083.8041    0 1187 42021.0000 32083.8041  23.6%     -  289s
     0     0 32221.5665    0 1257 42021.0000 32221.5665  23.3%     -  294s
     0     0 32234.0664    0 1315 42021.0000 32234.0664  23.3%     -  297s
     0     0 32301.1254    0 1336 42021.0000 32301.1254  23.1%     -  303s
     0     0 32306.2163    0 1363 42021.0000 32306.2163  23.1%     -  305s
     0     0 34288.2369    0 1288 42021.0000 34288.2369  18.4%     -  317s
     0     0 34437.9594    0 1277 42021.0000 34437.9594  18.0%     -  324s
     0     0 34489.8561    0 1342 42021.0000 34489.8561  17.9%     -  332s
     0     0 34495.8713    0 1396 42021.0000 34495.8713  17.9%     -  335s
     0     0 36352.5203    0 1289 42021.0000 36352.5203  13.5%     -  356s
H    0     0                    42002.000000 36352.5203  13.5%     -  356s
     0     0 36501.8359    0 1309 42002.0000 36501.8359  13.1%     -  365s
     0     0 36522.1566    0 1339 42002.0000 36522.1566  13.0%     -  370s
     0     0 36551.9621    0 1405 42002.0000 36551.9621  13.0%     -  375s
     0     0 36559.6987    0 1421 42002.0000 36559.6987  13.0%     -  378s
     0     0 37274.9851    0 1298 42002.0000 37274.9851  11.3%     -  418s
H    0     0                    42000.000000 37274.9851  11.3%     -  419s
     0     0 37455.2814    0 1375 42000.0000 37455.2814  10.8%     -  428s
     0     0 37541.4983    0 1444 42000.0000 37541.4983  10.6%     -  434s
     0     0 37570.6399    0 1419 42000.0000 37570.6399  10.5%     -  438s
     0     0 37579.5477    0 1464 42000.0000 37579.5477  10.5%     -  441s
     0     0 38623.8157    0 1439 42000.0000 38623.8157  8.04%     -  458s
H    0     0                    41998.000000 38623.8157  8.03%     -  458s
     0     0 38848.8653    0 1443 41998.0000 38848.8653  7.50%     -  468s
     0     0 38882.5307    0 1457 41998.0000 38882.5307  7.42%     -  472s
     0     0 38897.4603    0 1488 41998.0000 38897.4603  7.38%     -  475s
     0     0 38991.3997    0 1483 41998.0000 38991.3997  7.16%     -  483s
     0     0 39014.0543    0 1512 41998.0000 39014.0543  7.10%     -  498s
     0     0 39022.3548    0 1507 41998.0000 39022.3548  7.09%     -  501s
     0     0 39239.7115    0 1481 41998.0000 39239.7115  6.57%     -  510s
H    0     0                    41986.000000 39239.7115  6.54%     -  510s
     0     0 39327.2994    0 1522 41986.0000 39327.2994  6.33%     -  518s
     0     0 39350.9839    0 1543 41986.0000 39350.9839  6.28%     -  526s
     0     0 39367.8885    0 1569 41986.0000 39367.8885  6.24%     -  530s
     0     0 39411.1423    0 1554 41986.0000 39411.1423  6.13%     -  539s
     0     0 39411.1423    0 1551 41986.0000 39411.1423  6.13%     -  540s
H    0     0                    41983.000000 39411.1423  6.13%     -  556s
     0     0 39411.9895    0  704 41983.0000 39411.9895  6.12%     -  568s
     0     0 39411.9895    0  829 41983.0000 39411.9895  6.12%     -  572s
     0     0 39411.9895    0  943 41983.0000 39411.9895  6.12%     -  577s
     0     0 39411.9895    0 1012 41983.0000 39411.9895  6.12%     -  581s
     0     0 39411.9895    0 1179 41983.0000 39411.9895  6.12%     -  587s
     0     0          -    0      41983.0000 39411.9895  6.12%     -  592s

Cutting planes:
  Cover: 2
  Clique: 139
  MIR: 179
  StrongCG: 66
  GUB cover: 205

Explored 1 nodes (1160446 simplex iterations) in 592.01 seconds (1485.40 work units)
Thread count was 8 (of 8 available processors)

Solution count 10: 41983 41986 41998 ... 42325

Time limit reached
Best objective 4.198300000000e+04, best bound 3.941200000000e+04, gap 6.1239%
